year,team,conference,wins,losses,bowl_game,average_attendance,total_revenue,total_expense
2021,Pittsburgh,ACC,11.0,3.0,True,46226.46153846154,,
2022,Pittsburgh,ACC,9.0,4.0,True,48428.75,,
2023,Pittsburgh,ACC,3.0,9.0,False,46640.66666666666,,
2005,Purdue,Big Ten,5.0,6.0,False,0.0,51325446.0,51500109.0
2006,Purdue,Big Ten,8.0,6.0,True,55710.61538461538,51720353.0,51826232.0
2007,Purdue,Big Ten,8.0,5.0,True,62984.083333333336,57757409.0,55786246.0
2008,Purdue,Big Ten,4.0,8.0,False,62787.41666666666,64253784.0,59217169.0
2009,Purdue,Big Ten,5.0,7.0,False,0.0,60082091.0,57707608.0
2010,Purdue,Big Ten,4.0,8.0,False,0.0,61653561.0,58365143.0
2011,Purdue,Big Ten,7.0,6.0,True,0.0,66202493.0,59429383.0
2012,Purdue,Big Ten,6.0,7.0,True,53735.333333333336,70624394.0,68056269.0
2013,Purdue,Big Ten,1.0,11.0,False,56028.25,72379392.0,74628002.0
2014,Purdue,Big Ten,3.0,9.0,False,44265.41666666666,71372206.0,74604756.0
2015,Purdue,Big Ten,2.0,10.0,False,45790.41666666666,75637694.0,76150390.0
2016,Purdue,Big Ten,3.0,9.0,False,41813.083333333336,78699976.0,80376885.0
2017,Purdue,Big Ten,7.0,6.0,True,45643.75,84841133.0,87209495.0
2018,Purdue,Big Ten,6.0,7.0,True,53390.66666666666,103092204.0,96676957.0
2019,Purdue,Big Ten,4.0,8.0,False,56834.833333333336,110844907.0,103526477.0
2020,Purdue,Big Ten,2.0,4.0,False,792.1666666666666,102223618.0,100101396.0
2021,Purdue,Big Ten,9.0,4.0,True,59515.333333333336,74183342.0,82282743.0
2022,Purdue,Big Ten,8.0,6.0,True,51793.90909090909,115139432.0,93025810.0
2023,Purdue,Big Ten,4.0,8.0,False,63572.16666666666,124290313.0,119773814.0
2005,Rutgers,Big East,7.0,5.0,True,2946.5454545454545,37997629.0,37997629.0
2006,Rutgers,Big East,11.0,2.0,True,38564.41666666666,41192258.0,41824257.0
2007,Rutgers,Big East,8.0,5.0,True,42018.083333333336,43886496.0,44819848.0
2008,Rutgers,Big East,8.0,5.0,True,43694.41666666666,52012491.0,51748813.0
2009,Rutgers,Big East,9.0,4.0,True,0.0,58513863.0,58354222.0
2010,Rutgers,Big East,4.0,8.0,False,0.0,64203255.0,64203255.0
2011,Rutgers,Big East,9.0,4.0,True,0.0,60190100.0,60190100.0
2012,Rutgers,Big East,9.0,4.0,True,45533.91666666666,64038720.0,64038720.0
2013,Rutgers,American Athletic,6.0,7.0,True,41412.91666666666,78989475.0,78989475.0
2014,Rutgers,Big Ten,8.0,5.0,True,56152.583333333336,76656339.0,76656339.0
2015,Rutgers,Big Ten,4.0,8.0,False,57709.833333333336,70558935.0,70558935.0
2016,Rutgers,Big Ten,2.0,10.0,False,52343.0,83974159.0,83974159.0
2017,Rutgers,Big Ten,4.0,8.0,False,54873.16666666666,96883027.0,99193280.0
2018,Rutgers,Big Ten,1.0,11.0,False,46501.833333333336,100745386.0,102518486.0
2019,Rutgers,Big Ten,2.0,10.0,False,46220.41666666666,103251280.0,103167344.0
2020,Rutgers,Big Ten,3.0,6.0,False,264.3333333333333,103642415.0,114203981.0
2021,Rutgers,Big Ten,5.0,8.0,True,51669.41666666666,87992302.0,118394474.0
2022,Rutgers,Big Ten,4.0,8.0,False,50978.083333333336,109601529.0,138439077.0
2023,Rutgers,Big Ten,7.0,6.0,True,65675.2,125478340.0,153523767.0
2005,San Diego State,Mountain West,5.0,7.0,False,0.0,26110436.0,25177993.0
2006,San Diego State,Mountain West,3.0,9.0,False,32944.916666666664,31614413.0,30916070.0
2007,San Diego State,Mountain West,4.0,8.0,False,32536.33333333333,30972095.0,30440354.0
2008,San Diego State,Mountain West,2.0,10.0,False,31675.416666666668,32118251.0,31405858.0
2009,San Diego State,Mountain West,4.0,8.0,False,0.0,32970550.0,35055228.0
2010,San Diego State,Mountain West,9.0,4.0,True,0.0,32582576.0,32629652.0
2011,San Diego State,Mountain West,8.0,5.0,True,0.0,45201703.0,36054231.0
2012,San Diego State,Mountain West,9.0,4.0,True,30910.25,38003291.0,39017254.0
2013,San Diego State,Mountain West,8.0,5.0,True,33338.916666666664,39211827.0,42849323.0
2014,San Diego State,Mountain West,7.0,6.0,True,32876.0,46978189.0,45063393.0
2015,San Diego State,Mountain West,11.0,3.0,True,32857.0,49011745.0,53607909.0
2016,San Diego State,Mountain West,11.0,3.0,True,26183.23076923077,56551028.0,55285535.0
2017,San Diego State,Mountain West,10.0,3.0,True,34813.0,52454787.0,51569852.0
2018,San Diego State,Mountain West,7.0,6.0,True,30248.08333333333,55687184.0,54933032.0
2019,San Diego State,Mountain West,10.0,3.0,True,26588.75,54731404.0,55379174.0
2020,San Diego State,Mountain West,4.0,4.0,False,895.0,55441399.0,58258230.0
2021,San Diego State,Mountain West,12.0,2.0,True,14500.846153846154,48923740.0,49417308.0
2022,San Diego State,Mountain West,7.0,6.0,True,29450.545454545456,65897302.0,67245917.0
2023,San Diego State,Mountain West,4.0,8.0,False,23548.08333333333,103930691.0,96611742.0
2005,San José State,Western Athletic,3.0,8.0,False,1079.8181818181818,13157436.0,14028812.0
2006,San José State,Western Athletic,9.0,4.0,True,21936.25,18808533.0,17031351.0
2007,San José State,Western Athletic,5.0,7.0,False,20969.5,16989510.0,17008079.0
2008,San José State,Western Athletic,6.0,6.0,False,27806.33333333333,18816240.0,17386449.0
2009,San José State,Western Athletic,2.0,10.0,False,0.0,18701362.0,17809653.0
2010,San José State,Western Athletic,1.0,12.0,False,0.0,20333059.0,20785707.0
2011,San José State,Western Athletic,5.0,7.0,False,0.0,18861113.0,19650442.0
2012,San José State,Western Athletic,11.0,2.0,True,18016.58333333333,23918785.0,23505166.0
2013,San José State,Mountain West,6.0,6.0,False,23665.58333333333,25854038.0,24440274.0
2014,San José State,Mountain West,3.0,9.0,False,25203.5,29666940.0,27815957.0
2015,San José State,Mountain West,6.0,7.0,True,24417.25,28589341.0,28479255.0
2016,San José State,Mountain West,4.0,8.0,False,21702.75,30875052.0,30563760.0
2017,San José State,Mountain West,2.0,11.0,False,26619.92307692308,31252553.0,30676330.0
2018,San José State,Mountain West,1.0,11.0,False,20996.75,32035899.0,32563136.0
2019,San José State,Mountain West,5.0,7.0,False,21758.83333333333,32787377.0,33184068.0
2020,San José State,Mountain West,7.0,1.0,True,0.0,34712549.0,33650949.0
2021,San José State,Mountain West,5.0,7.0,False,19272.25,32504774.0,35291822.0
2022,San José State,Mountain West,7.0,5.0,True,25704.36363636364,39030222.0,39030022.0
2023,San José State,Mountain West,7.0,6.0,True,22652.58333333333,44546781.0,44546341.0
2005,South Alabama,,,,,,6957077.0,6933573.0
2006,South Alabama,,,,,,7330336.0,7632178.0
2007,South Alabama,,,,,,8517024.0,8517024.0
2008,South Alabama,,,,,,10626929.0,10626929.0
2009,South Alabama,,,,,,14355498.0,13778098.0
2010,South Alabama,,,,,,16439797.0,15380469.0
2011,South Alabama,,,,,,17432045.0,16580198.0
2012,South Alabama,Sun Belt,2.0,11.0,False,23918.23076923077,19060589.0,18816817.0
2013,South Alabama,Sun Belt,6.0,6.0,False,24181.83333333333,21115562.0,19830068.0
2014,South Alabama,Sun Belt,6.0,7.0,True,22620.666666666668,23091728.0,22960759.0
2015,South Alabama,Sun Belt,5.0,7.0,False,22233.666666666668,28101936.0,25123468.0
2016,South Alabama,Sun Belt,6.0,7.0,True,19785.916666666668,27184425.0,26468257.0
2017,South Alabama,Sun Belt,4.0,8.0,False,22039.08333333333,30693877.0,27949252.0
2018,South Alabama,Sun Belt,3.0,9.0,False,21449.5,29040958.0,29894011.0
2019,South Alabama,Sun Belt,2.0,10.0,False,23562.08333333333,33525272.0,33964076.0
2020,South Alabama,Sun Belt,4.0,7.0,False,5074.8,28046238.0,28321414.0
2021,South Alabama,Sun Belt,5.0,7.0,False,22525.916666666668,32429727.0,35094465.0
2022,South Alabama,Sun Belt,10.0,3.0,True,17679.454545454544,39119983.0,33001239.0
2023,South Alabama,Sun Belt,7.0,6.0,True,22163.33333333333,35712472.0,35718696.0
2005,South Carolina,SEC,7.0,5.0,True,7193.181818181818,46280330.0,48935414.0
2006,South Carolina,SEC,8.0,5.0,True,71010.08333333333,52058257.0,53098347.0
2007,South Carolina,SEC,6.0,6.0,False,73291.91666666667,60544531.0,57167414.0
2008,South Carolina,SEC,7.0,6.0,True,74845.75,66545953.0,64516437.0
2009,South Carolina,SEC,7.0,6.0,True,0.0,76117140.0,75597812.0
2010,South Carolina,SEC,9.0,5.0,True,0.0,79879193.0,78295030.0
2011,South Carolina,SEC,11.0,2.0,True,0.0,83813226.0,80525711.0
2012,South Carolina,SEC,11.0,2.0,True,76148.16666666667,87608352.0,84963037.0
2013,South Carolina,SEC,11.0,2.0,True,78859.83333333333,90484422.0,89097412.0
2014,South Carolina,SEC,7.0,6.0,True,76791.58333333333,98619479.0,95762786.0
2015,South Carolina,SEC,3.0,9.0,False,77463.33333333333,113172545.0,107430044.0
2016,South Carolina,SEC,6.0,7.0,True,70780.5,122331092.0,116735510.0
2017,South Carolina,SEC,9.0,4.0,True,78564.08333333333,136032845.0,129317382.0
2018,South Carolina,SEC,7.0,6.0,True,68790.41666666667,140084150.0,134863557.0
2019,South Carolina,SEC,4.0,8.0,False,77919.33333333333,140695659.0,136879732.0
2020,South Carolina,SEC,2.0,8.0,False,14093.4,133011012.0,133776318.0
2021,South Carolina,SEC,7.0,6.0,True,71607.91666666667,135157386.0,130364709.0
2022,South Carolina,SEC,8.0,5.0,True,72004.5,142210807.0,144815377.0
2023,South Carolina,SEC,5.0,7.0,False,80510.91666666667,160489386.0,160420148.0
2005,South Florida,Big East,6.0,6.0,True,3920.181818181818,20565871.0,19823873.0
2006,South Florida,Big East,9.0,4.0,True,35166.75,25741146.0,24237359.0
2007,South Florida,Big East,9.0,4.0,True,48009.75,28160631.0,27846459.0
2008,South Florida,Big East,8.0,5.0,True,44902.083333333336,34935813.0,32809603.0
2009,South Florida,Big East,8.0,5.0,True,0.0,37986171.0,35213059.0
2010,South Florida,Big East,8.0,5.0,True,0.0,39190939.0,39088660.0
2011,South Florida,Big East,5.0,7.0,False,0.0,41948123.0,43494246.0
2012,South Florida,Big East,3.0,9.0,False,36665.333333333336,43574400.0,43067025.0
2013,South Florida,American Athletic,2.0,10.0,False,38123.083333333336,45066258.0,44612535.0
2014,South Florida,American Athletic,4.0,8.0,False,32986.5,48383928.0,46829647.0
2015,South Florida,American Athletic,8.0,5.0,True,33229.333333333336,45479012.0,46860838.0
2016,South Florida,American Athletic,11.0,2.0,True,26640.916666666668,47160819.0,48405191.0
2017,South Florida,American Athletic,10.0,2.0,True,29043.90909090909,49960338.0,48227500.0
2018,South Florida,American Athletic,7.0,6.0,True,29910.58333333333,45556113.0,50674340.0
2019,South Florida,American Athletic,4.0,8.0,False,32956.166666666664,55045769.0,53569756.0
2020,South Florida,American Athletic,1.0,8.0,False,5575.0,59531113.0,58021081.0
2021,South Florida,American Athletic,2.0,10.0,False,35390.333333333336,59975230.0,50932188.0
2022,South Florida,American Athletic,1.0,11.0,False,31013.25,56110830.0,62288597.0
2023,South Florida,American Athletic,7.0,6.0,True,30366.636363636364,70586517.0,70722257.0
2005,Southern Miss,Conference USA,7.0,5.0,True,3935.727272727273,18246484.0,16588414.0
2006,Southern Miss,Conference USA,9.0,5.0,True,35077.84615384616,19460068.0,18396942.0
2007,Southern Miss,Conference USA,7.0,6.0,True,22966.25,19911894.0,19083585.0
2008,Southern Miss,Conference USA,7.0,6.0,True,31985.08333333333,18712687.0,18671620.0
2009,Southern Miss,Conference USA,7.0,6.0,True,0.0,18919637.0,19861580.0
2010,Southern Miss,Conference USA,8.0,5.0,True,0.0,19731333.0,19641550.0
2011,Southern Miss,Conference USA,12.0,2.0,True,0.0,20673597.0,20702037.0
2012,Southern Miss,Conference USA,0.0,12.0,False,29121.58333333333,21526695.0,21914136.0
2013,Southern Miss,Conference USA,1.0,11.0,False,32750.416666666668,22776416.0,22399056.0
2014,Southern Miss,Conference USA,3.0,9.0,False,31520.666666666668,23536254.0,23536254.0
2015,Southern Miss,Conference USA,9.0,5.0,True,27127.69230769231,23972589.0,24546909.0
2016,Southern Miss,Conference USA,7.0,6.0,True,34282.833333333336,25915460.0,25915460.0
2017,Southern Miss,Conference USA,8.0,5.0,True,25302.75,23984639.0,25251618.0
2018,Southern Miss,Conference USA,6.0,5.0,False,25545.545454545456,24248720.0,26135504.0
2019,Southern Miss,Conference USA,7.0,6.0,True,31606.416666666668,25687189.0,25687189.0
2020,Southern Miss,Conference USA,3.0,7.0,False,3768.3333333333335,25628133.0,25628133.0
2021,Southern Miss,Conference USA,3.0,9.0,False,27254.916666666668,27332585.0,27223468.0
2022,Southern Miss,Sun Belt,7.0,6.0,True,23386.166666666668,28361867.0,28346698.0
2023,Southern Miss,Sun Belt,3.0,9.0,False,27448.272727272728,30379350.0,30344924.0
2005,Temple,FBS Independents,0.0,11.0,False,0.0,,
2006,Temple,FBS Independents,1.0,11.0,False,32155.666666666668,,
2007,Temple,Mid-American,4.0,8.0,False,21843.33333333333,,
2008,Temple,Mid-American,5.0,7.0,False,25353.33333333333,,
2009,Temple,Mid-American,9.0,4.0,True,0.0,,
2010,Temple,Mid-American,8.0,4.0,False,0.0,,
2011,Temple,Mid-American,9.0,4.0,True,0.0,,
2012,Temple,Big East,4.0,7.0,False,36772.09090909091,,
2013,Temple,American Athletic,2.0,10.0,False,29256.5,,
2014,Temple,American Athletic,6.0,6.0,False,31792.75,,
2015,Temple,American Athletic,10.0,4.0,True,34390.153846153844,,
2016,Temple,American Athletic,10.0,4.0,True,32743.384615384617,,
2017,Temple,American Athletic,7.0,6.0,True,30988.25,,
2018,Temple,American Athletic,8.0,5.0,True,29609.416666666668,,
2019,Temple,American Athletic,8.0,5.0,True,28044.83333333333,,
2020,Temple,American Athletic,1.0,6.0,False,4674.666666666667,,
2021,Temple,American Athletic,3.0,9.0,False,25727.83333333333,,
2022,Temple,American Athletic,3.0,9.0,False,21707.18181818182,,
2023,Temple,American Athletic,3.0,9.0,False,18256.5,,
2005,Tennessee,SEC,5.0,6.0,False,0.0,71295394.0,71783012.0
2006,Tennessee,SEC,9.0,4.0,True,91130.16666666669,73807262.0,70565159.0
2007,Tennessee,SEC,10.0,4.0,True,82333.69230769231,97289613.0,94445270.0
2008,Tennessee,SEC,5.0,7.0,False,89944.58333333333,101806196.0,100507146.0
2009,Tennessee,SEC,7.0,6.0,True,0.0,102795708.0,105972740.0
2010,Tennessee,SEC,6.0,7.0,True,0.0,115729599.0,111670619.0
2011,Tennessee,SEC,5.0,7.0,False,0.0,104368992.0,97580406.0
2012,Tennessee,SEC,5.0,7.0,False,79704.83333333333,102884286.0,101292015.0
2013,Tennessee,SEC,5.0,7.0,False,86644.33333333333,111579779.0,110269194.0
2014,Tennessee,SEC,7.0,6.0,True,88413.83333333333,107499732.0,106153854.0
2015,Tennessee,SEC,9.0,4.0,True,89851.66666666667,126584033.0,113413325.0
2016,Tennessee,SEC,9.0,4.0,True,98297.0,140448955.0,128011504.0
2017,Tennessee,SEC,4.0,8.0,False,86941.5,145653191.0,134880229.0
2018,Tennessee,SEC,5.0,7.0,False,84293.0,143545115.0,150030497.0
2019,Tennessee,SEC,8.0,5.0,True,82801.41666666667,143765903.0,142976173.0
2020,Tennessee,SEC,3.0,7.0,False,18303.2,140335769.0,140824626.0
2021,Tennessee,SEC,7.0,6.0,True,82249.0,132920757.0,132163159.0
2022,Tennessee,SEC,11.0,2.0,True,88732.18181818182,154566935.0,157108637.0
2023,Tennessee,SEC,9.0,4.0,True,91502.16666666669,202097305.0,191032519.0
2005,Texas,Big 12,13.0,0.0,True,5925.583333333333,89651682.0,82400829.0
2006,Texas,Big 12,10.0,3.0,True,77095.08333333333,97756776.0,90738962.0
2007,Texas,Big 12,10.0,3.0,True,71628.41666666667,105048632.0,97235567.0
2008,Texas,Big 12,12.0,1.0,True,78391.33333333333,120288370.0,110996365.0
2009,Texas,Big 12,13.0,1.0,True,0.0,138459149.0,127651428.0
2010,Texas,Big 12,5.0,7.0,False,0.0,143555354.0,130436534.0
2011,Texas,Big 12,8.0,5.0,True,0.0,150295926.0,133686815.0
2012,Texas,Big 12,9.0,4.0,True,80683.16666666667,163295115.0,138269710.0
2013,Texas,Big 12,8.0,5.0,True,80068.83333333333,165691486.0,146807585.0
2014,Texas,Big 12,6.0,7.0,True,76703.0,161035187.0,154128877.0
2015,Texas,Big 12,5.0,7.0,False,69907.91666666667,183521028.0,183062661.0
2016,Texas,Big 12,5.0,7.0,False,76675.25,187981158.0,181493246.0
2017,Texas,Big 12,7.0,6.0,True,77749.83333333333,214830647.0,217363094.0
2018,Texas,Big 12,10.0,4.0,True,76285.46153846153,219402579.0,217327009.0
2019,Texas,Big 12,8.0,5.0,True,77511.25,223879781.0,207428044.0
2020,Texas,Big 12,7.0,3.0,True,16758.666666666668,200772813.0,178668974.0
2021,Texas,Big 12,5.0,7.0,False,76474.0,152696006.0,167324290.0
2022,Texas,Big 12,8.0,5.0,True,83311.91666666667,239290648.0,227240679.0
2023,Texas,Big 12,12.0,2.0,True,83219.75,271129326.0,233916669.0
2005,Texas A&M,Big 12,5.0,6.0,False,6612.818181818182,64180453.0,58873096.0
2006,Texas A&M,Big 12,9.0,4.0,True,68867.91666666667,70713549.0,61459536.0
2007,Texas A&M,Big 12,7.0,6.0,True,75836.25,73664352.0,70377179.0
2008,Texas A&M,Big 12,4.0,8.0,False,70180.83333333333,92476146.0,77426317.0
2009,Texas A&M,Big 12,6.0,7.0,True,0.0,98121411.0,77812183.0
2010,Texas A&M,Big 12,9.0,4.0,True,0.0,82774133.0,75941926.0
2011,Texas A&M,Big 12,7.0,6.0,True,0.0,87296532.0,78310805.0
2012,Texas A&M,SEC,11.0,2.0,True,74339.58333333333,119702222.0,81792118.0
2013,Texas A&M,SEC,9.0,4.0,True,82553.25,93957906.0,85114588.0
2014,Texas A&M,SEC,8.0,5.0,True,80182.66666666667,119475872.0,95663483.0
2015,Texas A&M,SEC,8.0,5.0,True,87830.0,192608876.0,109313651.0
2016,Texas A&M,SEC,8.0,5.0,True,92234.75,194388450.0,137101774.0
2017,Texas A&M,SEC,7.0,6.0,True,88382.0,211960034.0,146546229.0
2018,Texas A&M,SEC,9.0,4.0,True,89667.75,212399426.0,165782418.0
2019,Texas A&M,SEC,8.0,5.0,True,90785.0,212748002.0,169012456.0
2020,Texas A&M,SEC,9.0,1.0,True,20939.666666666668,166736120.0,159136624.0
2021,Texas A&M,SEC,8.0,4.0,False,84350.33333333333,161870328.0,141824256.0
2022,Texas A&M,SEC,5.0,7.0,False,86738.27272727272,193139619.0,177671900.0
2023,Texas A&M,SEC,7.0,6.0,True,89303.33333333333,279188334.0,194692848.0
2005,Texas State,Southland,11.0,2.0,False,72741.0,10168753.0,9535861.0
2006,Texas State,Southland,5.0,6.0,False,57136.0,11758733.0,11186563.0
2007,Texas State,Southland,3.0,7.0,False,36274.0,13111650.0,12775434.0
2008,Texas State,Southland,3.0,2.0,False,22218.0,13701622.0,12714001.0
2009,Texas State,Southland,7.0,4.0,False,0.0,22392793.0,14306278.0
2010,Texas State,Southland,4.0,6.0,False,0.0,19284943.0,19768353.0
2011,Texas State,FCS Independents,6.0,6.0,False,0.0,21741489.0,20284579.0
2012,Texas State,Western Athletic,4.0,8.0,False,21863.5,26886756.0,25439818.0
2013,Texas State,Sun Belt,6.0,6.0,False,22459.08333333333,29764777.0,27690963.0
2014,Texas State,Sun Belt,7.0,5.0,False,19088.416666666668,32190191.0,28378049.0
2015,Texas State,Sun Belt,3.0,9.0,False,22868.25,34508786.0,33908581.0
2016,Texas State,Sun Belt,2.0,10.0,False,22049.166666666668,34698351.0,31268882.0
2017,Texas State,Sun Belt,2.0,10.0,False,19831.0,38445832.0,35915260.0
2018,Texas State,Sun Belt,3.0,9.0,False,17421.083333333332,37267758.0,34470226.0
2019,Texas State,Sun Belt,3.0,9.0,False,24829.83333333333,37834341.0,37102038.0
2020,Texas State,Sun Belt,2.0,10.0,False,5851.166666666667,36397806.0,35108934.0
2021,Texas State,Sun Belt,4.0,8.0,False,14953.916666666666,34871441.0,34363246.0
2022,Texas State,Sun Belt,4.0,8.0,False,20330.090909090908,37288587.0,37853450.0
2023,Texas State,Sun Belt,8.0,5.0,True,24191.58333333333,40007172.0,43589707.0
2005,Texas Tech,Big 12,9.0,3.0,True,8622.90909090909,47961420.0,46287452.0
2006,Texas Tech,Big 12,8.0,5.0,True,55696.16666666666,49501530.0,52853607.0
2007,Texas Tech,Big 12,9.0,4.0,True,48886.75,54118372.0,51502786.0
2008,Texas Tech,Big 12,11.0,2.0,True,55435.41666666666,52599785.0,51275866.0
2009,Texas Tech,Big 12,9.0,4.0,True,0.0,55834336.0,53808480.0
2010,Texas Tech,Big 12,8.0,5.0,True,0.0,61974623.0,59341489.0
2011,Texas Tech,Big 12,5.0,7.0,False,0.0,59534895.0,56970651.0
2012,Texas Tech,Big 12,8.0,5.0,True,52381.25,67928350.0,60346836.0
2013,Texas Tech,Big 12,8.0,5.0,True,59725.66666666666,72917990.0,66296446.0
2014,Texas Tech,Big 12,4.0,8.0,False,53990.583333333336,76723413.0,69659608.0
2015,Texas Tech,Big 12,7.0,6.0,True,60607.0,79979481.0,76525961.0
2016,Texas Tech,Big 12,5.0,7.0,False,53158.25,82996321.0,78598577.0
2017,Texas Tech,Big 12,6.0,7.0,True,55847.583333333336,88804476.0,86984083.0
2018,Texas Tech,Big 12,5.0,7.0,False,50549.333333333336,89259783.0,88948721.0
2019,Texas Tech,Big 12,4.0,8.0,False,55904.41666666666,96625347.0,95132604.0
2020,Texas Tech,Big 12,4.0,6.0,False,12996.1,90418548.0,88327973.0
2021,Texas Tech,Big 12,7.0,6.0,True,55172.25,88859408.0,83873438.0
2022,Texas Tech,Big 12,8.0,5.0,True,54715.09090909091,110154695.0,104778443.0
2023,Texas Tech,Big 12,7.0,6.0,True,55107.75,146807939.0,136364850.0
2005,Toledo,Mid-American,9.0,3.0,True,1826.5454545454545,17091665.0,14300546.0
2006,Toledo,Mid-American,5.0,7.0,False,22596.08333333333,15530672.0,16258879.0
2007,Toledo,Mid-American,5.0,7.0,False,20202.916666666668,17577137.0,16401077.0
2008,Toledo,Mid-American,3.0,9.0,False,26806.166666666668,19082009.0,17811494.0
2009,Toledo,Mid-American,5.0,7.0,False,0.0,20639166.0,19330595.0
2010,Toledo,Mid-American,8.0,5.0,True,0.0,19966412.0,20029156.0
2011,Toledo,Mid-American,9.0,4.0,True,0.0,19485449.0,20673092.0
2012,Toledo,Mid-American,9.0,4.0,True,20050.25,21265873.0,22381963.0
2013,Toledo,Mid-American,7.0,5.0,False,26573.916666666668,23054218.0,23654141.0
2014,Toledo,Mid-American,9.0,4.0,True,18327.916666666668,22559175.0,26304331.0
2015,Toledo,Mid-American,10.0,2.0,True,20147.81818181818,26503340.0,29902989.0
2016,Toledo,Mid-American,9.0,4.0,True,22876.666666666668,27913179.0,33289417.0
2017,Toledo,Mid-American,11.0,3.0,True,20273.76923076923,32925921.0,32925921.0
2018,Toledo,Mid-American,7.0,6.0,True,18627.0,33776969.0,33776969.0
2019,Toledo,Mid-American,6.0,6.0,False,21559.166666666668,35560555.0,35560555.0
2020,Toledo,Mid-American,4.0,2.0,False,189.83333333333331,34343201.0,34343201.0
2021,Toledo,Mid-American,7.0,6.0,True,20430.08333333333,29361565.0,29361565.0
2022,Toledo,Mid-American,9.0,5.0,True,24244.76923076923,35602789.0,35602789.0
2023,Toledo,Mid-American,11.0,3.0,True,19304.92307692308,36455977.0,36455977.0
2005,Troy,Sun Belt,4.0,7.0,False,8878.272727272728,11975714.0,11975714.0
2006,Troy,Sun Belt,8.0,5.0,True,32474.5,12825677.0,12825677.0
2007,Troy,Sun Belt,8.0,4.0,False,24703.916666666668,14142659.0,14142659.0
2008,Troy,Sun Belt,8.0,5.0,True,34305.583333333336,14327947.0,14327947.0
2009,Troy,Sun Belt,9.0,4.0,True,0.0,15458050.0,15458050.0
2010,Troy,Sun Belt,8.0,5.0,True,0.0,15783593.0,15783593.0
2011,Troy,Sun Belt,3.0,9.0,False,0.0,15246720.0,15246720.0
2012,Troy,Sun Belt,5.0,7.0,False,26224.58333333333,16504664.0,16504664.0
2013,Troy,Sun Belt,6.0,6.0,False,25113.83333333333,22268629.0,22268629.0
2014,Troy,Sun Belt,3.0,9.0,False,15834.25,24628741.0,24628741.0
2015,Troy,Sun Belt,4.0,8.0,False,30108.25,27056669.0,27056669.0
2016,Troy,Sun Belt,10.0,3.0,True,25894.08333333333,27320624.0,27320624.0
2017,Troy,Sun Belt,11.0,2.0,True,29336.5,29962107.0,29962107.0
2018,Troy,Sun Belt,10.0,3.0,True,27684.0,30326255.0,30326255.0
2019,Troy,Sun Belt,5.0,7.0,False,22289.916666666668,32334739.0,32334739.0
2020,Troy,Sun Belt,5.0,6.0,False,7385.818181818182,27459346.0,27459346.0
2021,Troy,Sun Belt,5.0,7.0,False,23377.5,29557154.0,29557154.0
2022,Troy,Sun Belt,12.0,2.0,True,25999.916666666668,33355524.0,33355524.0
2023,Troy,Sun Belt,11.0,3.0,True,25310.23076923077,34328670.0,34328670.0
2005,UAB,Conference USA,5.0,6.0,False,2100.818181818182,18784112.0,18872742.0
2006,UAB,Conference USA,3.0,9.0,False,30650.166666666668,19744094.0,19226855.0
2007,UAB,Conference USA,2.0,10.0,False,33082.666666666664,21600512.0,21123121.0
2008,UAB,Conference USA,4.0,8.0,False,29873.416666666668,22430831.0,21509018.0
2009,UAB,Conference USA,5.0,7.0,False,0.0,22808725.0,22519272.0
2010,UAB,Conference USA,4.0,8.0,False,0.0,24273967.0,23839180.0
2011,UAB,Conference USA,3.0,9.0,False,0.0,25690048.0,25224426.0
2012,UAB,Conference USA,3.0,9.0,False,30321.166666666668,28114179.0,27412637.0
2013,UAB,Conference USA,2.0,10.0,False,25221.0,28159249.0,27544633.0
2014,UAB,Conference USA,6.0,6.0,False,26584.83333333333,31549517.0,30805171.0
2015,UAB,,,,,,31896726.0,31066375.0
2016,UAB,,,,,,32453663.0,30847992.0
2017,UAB,Conference USA,8.0,5.0,True,27138.666666666668,24795218.0,23803547.0
2018,UAB,Conference USA,11.0,3.0,True,25539.23076923077,34736287.0,35809571.0
2019,UAB,Conference USA,9.0,5.0,True,26443.23076923077,36494381.0,35697117.0
2020,UAB,Conference USA,6.0,3.0,False,8817.111111111111,35725431.0,35441324.0
2021,UAB,Conference USA,9.0,4.0,True,28313.25,35446863.0,34303084.0
2022,UAB,Conference USA,7.0,6.0,True,26612.25,38351074.0,39890894.0
2023,UAB,American Athletic,4.0,8.0,False,27477.0,40530725.0,42207368.0
2005,UCF,Conference USA,8.0,5.0,True,1250.75,22089418.0,20730846.0
2006,UCF,Conference USA,4.0,8.0,False,30612.08333333333,22860742.0,25142787.0
2007,UCF,Conference USA,10.0,4.0,True,38233.0,26060542.0,29614919.0
2008,UCF,Conference USA,4.0,8.0,False,35424.0,39715730.0,38825507.0
2009,UCF,Conference USA,8.0,5.0,True,0.0,37573332.0,37757742.0
2010,UCF,Conference USA,11.0,3.0,True,0.0,40063558.0,39280775.0
2011,UCF,Conference USA,5.0,7.0,False,0.0,42762625.0,42806123.0
2012,UCF,Conference USA,10.0,4.0,True,33270.692307692305,40993870.0,40009614.0
2013,UCF,American Athletic,12.0,1.0,True,39952.91666666666,41222301.0,41981093.0
2014,UCF,American Athletic,9.0,4.0,True,39514.91666666666,49764152.0,45327168.0
2015,UCF,American Athletic,0.0,12.0,False,33906.166666666664,51455603.0,47647475.0
