Year,Team,Conference,Wins,Losses,Bowl Game,Average Attendance
2016,South Carolina State,MEAC,5,6,False,44253.333333333336
2016,Samford,Southern,7,5,False,58019.0
2016,Stony Brook,CAA,5,6,False,22296.0
2016,Arkansas,SEC,7,6,True,66661.75
2016,The Citadel,Southern,10,2,False,41000.0
2016,Oregon,Pac-12,4,8,False,54965.666666666664
2017,San José State,Mountain West,2,11,False,26619.923076923078
2017,Campbell,Pioneer,6,5,False,
2017,Shaw,CIAA,0,1,False,
2017,Livingstone,CIAA,0,1,False,
2017,Stanford,Pac-12,9,5,True,45848.38461538462
2017,Miami (OH),Mid-American,5,7,False,21662.583333333332
2017,Kansas State,Big 12,8,5,True,52546.916666666664
2017,TCU,Big 12,11,3,True,54380.230769230766
2017,Delaware State,MEAC,2,9,False,61040.5
2017,Iowa,Big Ten,8,5,True,67477.66666666667
2017,Ohio State,Big Ten,12,2,True,91280.76923076923
2017,Arkansas,SEC,4,8,False,70225.33333333333
2017,Penn State,Big Ten,11,2,True,90399.91666666667
2017,Lafayette,Patriot,3,8,False,
2017,California,Pac-12,5,7,False,45071.083333333336
2017,UTEP,Conference USA,0,12,False,25540.75
2017,Illinois,Big Ten,2,10,False,48154.416666666664
2017,Samford,Southern,8,4,False,92746.0
2017,Kentucky Wesleyan,Great Midwest Athletic,0,1,False,
2017,Alabama A&M,SWAC,4,7,False,29705.666666666668
2017,Duquesne,NEC,7,4,False,
2017,Western Oregon,Great Northwest,0,1,False,
2017,Houston,American Athletic,7,5,True,30308.81818181818
2017,South Carolina State,MEAC,3,7,False,
2017,Guilford College,Old Dominion,0,2,False,
2017,Florida,SEC,4,7,False,79275.0
2017,Boise State,Mountain West,11,3,True,34001.692307692305
2017,Boston College,ACC,7,6,True,37226.833333333336
2017,Stephen F. Austin,Southland,4,7,False,20478.0
2017,Oregon State,Pac-12,1,11,False,39400.583333333336
2017,Pennsylvania,Ivy,5,4,False,
2017,Idaho,Sun Belt,4,8,False,17131.5
2017,Southern Utah,Big Sky,9,3,False,52204.0
2017,Towson,CAA,5,6,False,37105.0
2017,Grambling,SWAC,11,2,True,15940.0
2017,Pittsburgh,ACC,5,7,False,43252.5
2017,The Citadel,Southern,5,6,False,80618.0
2017,Hawai'i,Mountain West,3,9,False,23028.5
2017,Tulane,American Athletic,5,7,False,25262.75
2017,Norfolk State,MEAC,4,7,False,
2017,South Florida,American Athletic,10,2,True,29043.909090909092
2017,Old Dominion,Conference USA,5,7,False,22305.166666666668
2017,Elon,CAA,8,4,False,22104.0
2017,UCLA,Pac-12,6,7,True,56427.583333333336
2017,Princeton,Ivy,5,5,False,
2017,Maine,CAA,4,6,False,12794.0
2017,West Alabama,Gulf South,0,1,False,
2017,Harvard,Ivy,5,5,False,
2017,Savannah St,MEAC,3,8,False,20109.0
2017,Eastern Washington,Big Sky,7,4,False,54988.0
2017,Arkansas-Pine Bluff,SWAC,2,9,False,20917.5
2017,Ole Miss,SEC,6,6,False,62589.166666666664
2017,Howard,MEAC,7,4,False,17989.5
2017,McNeese,Southland,8,2,False,
2017,UAB,Conference USA,8,5,True,27138.666666666668
2017,Dayton,Pioneer,5,6,False,
2017,Central State (OH),SIAC,1,0,False,
2017,Tennessee State,OVC,6,5,False,24333.0
2017,Virginia St,CIAA,1,0,False,
2017,Villanova,CAA,5,6,False,35117.0
2017,Georgetown,Patriot,1,10,False,
2017,Austin Peay,OVC,8,4,False,24799.0
2017,Louisville,ACC,8,5,True,48000.083333333336
2017,West Virginia Wesleyan,Mountain East,0,1,False,
2017,Northwestern State,Southland,4,7,False,24002.0
2017,Clarion,Pennsylvania State Athletic,0,1,False,
2017,SMU,American Athletic,7,6,True,26468.5
2017,Yale,Ivy,9,1,False,
2017,UAlbany,CAA,4,7,False,20118.0
2017,South Dakota,MVFC,8,5,False,17912.0
2017,Holy Cross,Patriot,4,7,False,24435.0
2017,Nebraska,Big Ten,4,8,False,73057.08333333333
2017,Rhode Island,CAA,3,8,False,16311.0
2017,UConn,American Athletic,3,9,False,22899.25
2017,Missouri,SEC,7,6,True,51596.0
2017,Eastern Kentucky,OVC,4,7,False,36741.0
2017,Brown,Ivy,2,8,False,
2017,West Virginia,Big 12,7,6,True,54422.0
2017,Charleston Southern,Big South,6,5,False,45105.0
2017,Fresno State,Mountain West,10,4,True,31347.76923076923
2017,Middle Tennessee,Conference USA,7,6,True,19078.916666666668
2017,Louisiana,Sun Belt,5,7,False,26569.666666666668
2017,St. Francis (PA),NEC,5,6,False,
2017,Georgia Tech,ACC,5,6,False,50104.63636363636
2017,USC,Pac-12,11,3,True,62902.846153846156
2017,Alabama State,SWAC,5,6,False,29278.0
2017,Marist,Pioneer,4,7,False,
2017,Western Carolina,Southern,7,5,False,34236.0
2017,Arizona,Pac-12,7,6,True,45569.5
2017,VMI,Southern,0,11,False,37286.0
2017,Incarnate Word,Southland,1,10,False,0.0
2017,Youngstown State,MVFC,6,5,False,40012.0
2017,Mississippi State,SEC,9,4,True,64560.916666666664
2017,Davidson,Pioneer,2,9,False,
2017,Miles College,SIAC,0,1,False,
2017,Delaware,CAA,7,4,False,62526.0
2017,Robert Morris,NEC,2,9,False,
2017,Alabama,SEC,13,1,True,89882.16666666667
2017,Gardner-Webb,Big South,1,10,False,19051.0
2017,Syracuse,ACC,4,8,False,45998.583333333336
2017,Presbyterian,Big South,4,7,False,22643.0
2017,Florida A&M,MEAC,3,8,False,36055.0
2017,Rice,Conference USA,1,11,False,23964.166666666668
2017,Texas Tech,Big 12,6,7,True,55847.583333333336
2017,Richmond,CAA,6,5,False,
2017,UC Davis,Big Sky,5,6,False,46132.0
2017,Wisconsin,Big Ten,13,1,True,69316.15384615384
2017,Columbia,Ivy,8,2,False,
2017,San Diego,Pioneer,10,3,False,
2017,Texas Southern,SWAC,2,9,False,
2017,Colgate,Patriot,7,4,False,11546.0
2017,Cal Poly,Big Sky,1,10,False,10667.0
2017,Northwestern,Big Ten,10,3,True,42524.666666666664
2017,Colorado,Pac-12,5,7,False,47785.5
2017,Drake,Pioneer,7,4,False,
2017,Sam Houston,Southland,12,2,True,
2017,Prairie View A&M,SWAC,6,5,False,
2017,St. Anselm,Northeast 10,0,1,False,
2017,Kentucky State,SIAC,0,1,False,
2017,Kansas,Big 12,1,11,False,38371.25
2017,Vanderbilt,SEC,5,7,False,46070.916666666664
2017,Brevard College,USA South,0,1,False,
2017,Liberty,Big South,6,5,False,45784.0
2017,South Alabama,Sun Belt,4,8,False,22039.083333333332
2017,Nicholls,Southland,8,4,False,100276.0
2017,Wagner,NEC,4,7,False,13438.0
2017,Eastern Illinois,OVC,6,5,False,16722.0
2017,Indiana State,MVFC,0,11,False,99015.0
2017,Jacksonville,Pioneer,7,4,False,
2017,University of Mount Union,Ohio,1,0,True,
2017,Baylor,Big 12,1,11,False,41505.75
2017,Idaho State,Big Sky,4,7,False,18016.0
2017,Miami,ACC,10,3,True,56187.916666666664
2017,Coastal Carolina,Sun Belt,3,9,False,20826.416666666668
2017,Wyoming,Mountain West,8,5,True,25590.25
2017,Morehead State,Pioneer,4,7,False,
2017,Illinois State,MVFC,6,5,False,
2017,Southern,SWAC,7,4,False,24715.0
2017,Shorter,Gulf South,0,1,False,
2017,Ball State,Mid-American,2,10,False,15664.416666666666
2017,Clemson,ACC,12,2,True,72614.38461538461
2017,Tennessee,SEC,4,8,False,86941.5
2017,UNLV,Mountain West,5,7,False,25644.916666666668
2017,Hampton,MEAC,6,5,False,17501.0
2017,Memphis,American Athletic,10,3,True,31268.25
2017,Oregon,Pac-12,7,6,True,53539.333333333336
2017,LSU,SEC,9,4,True,88039.91666666667
2017,Kennesaw State,Big South,12,2,False,
2017,Georgia Southern,Sun Belt,2,10,False,23445.416666666668
2017,Oklahoma,Big 12,12,2,True,73938.61538461539
2017,Charlotte,Conference USA,1,11,False,17288.25
2017,Virginia,ACC,6,7,True,41735.5
2017,William & Mary,CAA,2,9,False,38828.0
2017,Sacred Heart,NEC,4,7,False,
2017,Duke,ACC,7,6,True,34333.333333333336
2017,West Florida,Gulf South,0,1,True,
2017,Stony Brook,CAA,10,3,False,26460.0
2017,Tuskegee,SIAC,2,0,False,
2017,East Carolina,American Athletic,3,9,False,32980.083333333336
2017,Houston Christian,Southland,1,10,False,15560.0
2017,Newberry,South Atlantic,0,1,False,
2017,Northern Arizona,Big Sky,7,5,False,43620.0
2017,Cornell,Ivy,3,7,False,
2017,Montana,Big Sky,7,4,False,68491.0
2017,Georgia State,Sun Belt,7,5,True,23113.272727272728
2017,App State,Sun Belt,9,4,True,25799.666666666668
2017,Eastern Michigan,Mid-American,5,7,False,20778.333333333332
2017,Louisiana Tech,Conference USA,7,6,True,24536.833333333332
2017,San Diego State,Mountain West,10,3,True,34813.0
2017,Johnson C Smith,CIAA,0,1,False,
2017,Cincinnati,American Athletic,4,8,False,36113.416666666664
2017,Navy,American Athletic,7,6,True,38784.833333333336
2017,Utah State,Mountain West,6,7,True,24256.083333333332
2017,New Mexico,Mountain West,3,9,False,28995.0
2017,Jackson State,SWAC,3,8,False,42709.0
2017,Jacksonville State,OVC,10,2,False,50161.0
2017,Lamar,Southland,1,9,False,19592.0
2017,South Dakota State,MVFC,11,3,True,
2017,Morehouse College,SIAC,0,1,False,
2017,Texas A&M,SEC,7,6,True,88382.0
2017,Georgia,SEC,13,2,True,82763.61538461539
2017,East Texas A&M,Lone Star,1,0,True,
2017,Buffalo,Mid-American,6,6,False,16348.0
2017,Lock Haven University,Pennsylvania State Athletic,0,1,False,
2017,Mercer,Southern,5,6,False,94427.0
2017,New Mexico State,Sun Belt,7,6,True,25672.5
2017,Rutgers,Big Ten,4,8,False,54873.166666666664
2017,Akron,Mid-American,7,7,True,25196.53846153846
2017,Toledo,Mid-American,11,3,True,20273.76923076923
2017,Northern Illinois,Mid-American,8,5,True,20319.416666666668
2017,New Hampshire,CAA,9,5,False,3387.0
2017,Purdue,Big Ten,7,6,True,45643.75
2017,Edward Waters,SIAC,0,1,False,
2017,Central Connecticut,NEC,8,4,False,30273.0
2017,Franklin,Heartland,0,1,False,
2017,Kent State,Mid-American,2,10,False,23342.166666666668
2017,Western New Mexico,Lone Star,0,1,False,
2017,Morgan State,MEAC,1,10,False,39892.0
2017,Bowling Green,Mid-American,2,10,False,20918.5
2017,UL Monroe,Sun Belt,4,8,False,20625.916666666668
2017,Stetson,Pioneer,2,9,False,
2017,Catawba,South Atlantic,1,0,False,
2017,North Carolina A&T,MEAC,12,0,True,18651.0
2017,North Dakota State,MVFC,14,1,True,
2017,Mary Hardin-Baylor,American Southwest,0,1,True,
2017,Abilene Christian,Southland,2,9,False,24256.5
2017,Northern Colorado,Big Sky,3,7,False,44318.0
2017,NC State,ACC,9,4,True,54066.583333333336
2017,Iowa State,Big 12,8,5,True,54958.25
2017,UT Martin,OVC,6,5,False,60476.0
2017,Colorado State,Mountain West,7,6,True,37667.583333333336
2017,Texas,Big 12,7,6,True,77749.83333333333
2017,Massachusetts,FBS Independents,4,8,False,26540.333333333332
2017,Fordham,Patriot,4,7,False,22333.0
2017,Southern Illinois,MVFC,4,7,False,41584.0
2017,Bryant,NEC,6,5,False,
2017,Florida Atlantic,Conference USA,11,3,True,21142.76923076923
2017,Western Illinois,MVFC,8,4,False,14996.0
2017,North Carolina Central,MEAC,7,4,False,30477.0
2017,Florida State,ACC,7,6,True,64648.333333333336
2017,Wofford,Southern,10,3,False,74742.0
2017,SE Louisiana,Southland,6,5,False,18289.0
2017,Methodist,USA South,0,1,False,
2017,Monmouth,Big South,9,3,False,
2017,Arizona State,Pac-12,7,6,True,49866.833333333336
2017,Southeast Missouri State,OVC,3,8,False,32134.0
2017,Nevada,Mountain West,3,9,False,23998.833333333332
2017,Mississippi Valley State,SWAC,2,9,False,
2017,UTSA,Conference USA,6,5,False,23764.454545454544
2017,Western Kentucky,Conference USA,6,7,True,19902.333333333332
2017,Fort Valley State,SIAC,0,1,False,
2017,Sacramento State,Big Sky,7,4,False,10526.0
2017,Tulsa,American Athletic,2,10,False,22474.166666666668
2017,Marshall,Conference USA,8,5,True,23636.416666666668
2017,Chattanooga,Southern,3,8,False,97289.0
2017,Montana State,Big Sky,5,6,False,30254.0
2017,Merrimack,Northeast 10,0,1,False,
2017,Auburn,SEC,10,4,True,83988.15384615384
2017,South Carolina,SEC,9,4,True,78564.08333333333
2017,Army,FBS Independents,10,3,True,39104.833333333336
2017,Troy,Sun Belt,11,2,True,29336.5
2017,Weber State,Big Sky,11,3,False,36209.0
2017,North Greenville,Independent DII,0,1,False,
2017,Temple,American Athletic,7,6,True,30988.25
2017,Tennessee Tech,OVC,1,10,False,14265.0
2017,Michigan,Big Ten,8,5,True,91222.58333333333
2017,Washington State,Pac-12,9,4,True,38890.416666666664
2017,BYU,FBS Independents,4,9,False,42612.230769230766
2017,Indiana,Big Ten,5,7,False,50983.75
2017,Valparaiso,Pioneer,6,5,False,
2017,Bethune-Cookman,MEAC,7,4,False,33598.5
2017,Arkansas State,Sun Belt,7,5,True,25735.272727272728
2017,Ohio,Mid-American,9,4,True,19064.416666666668
2017,Western Michigan,Mid-American,6,6,False,24137.666666666668
2017,North Dakota,Big Sky,3,8,False,45905.0
2017,Maryland,Big Ten,4,8,False,55016.0
2017,East Tennessee State,Southern,4,7,False,
2017,Mars Hill,South Atlantic,0,1,False,
2017,Limestone,South Atlantic,0,1,False,
2017,Lehigh,Patriot,5,7,False,
2017,Clark Atlanta,SIAC,0,1,False,
2017,Butler,Pioneer,6,5,False,
2017,Utah,Pac-12,7,6,True,51317.833333333336
2017,Walsh,Great Midwest Athletic,0,2,False,
2017,Alcorn State,SWAC,7,5,False,5017.0
2017,Florida International,Conference USA,8,5,True,18050.5
2017,Bucknell,Patriot,5,6,False,
2017,Wake Forest,ACC,8,5,True,40481.166666666664
2017,Murray State,OVC,3,8,False,47826.0
2017,Furman,Southern,8,5,False,56166.0
2017,Notre Dame,FBS Independents,10,3,True,69294.33333333333
2017,Portland State,Big Sky,0,11,False,45082.0
2017,Virginia Tech,ACC,9,4,True,53273.333333333336
2017,Air Force,Mountain West,5,7,False,35821.666666666664
2017,Washington,Pac-12,10,3,True,59096.5
2017,Oklahoma State,Big 12,10,3,True,56549.416666666664
2017,Southern Miss,Conference USA,8,5,True,25302.75
2017,North Carolina,ACC,3,9,False,47559.25
2017,UCF,American Athletic,13,0,True,33671.333333333336
2017,Northern Iowa,MVFC,8,5,False,61500.0
2017,Michigan State,Big Ten,10,3,True,70731.0
2017,Missouri State,MVFC,3,8,False,50131.0
2017,Minnesota,Big Ten,5,7,False,49599.416666666664
2017,James Madison,CAA,14,1,True,40169.0
2017,North Texas,Conference USA,9,5,True,23875.53846153846
2017,Central Arkansas,Southland,10,2,False,51043.0
2017,Texas State,Sun Belt,2,10,False,19831.0
2017,Dartmouth,Ivy,8,2,False,
2017,Central Michigan,Mid-American,8,5,True,17738.916666666668
2017,Kentucky,SEC,7,6,True,56632.083333333336
2018,Charleston Southern,Big South,5,6,False,81164.0
2018,Alabama A&M,SWAC,5,5,False,28834.0
2018,Oregon,Pac-12,9,4,True,48050.833333333336
2018,Wofford,Southern,9,4,False,20293.0
2018,Marist,Pioneer,5,6,False,
2018,Iowa,Big Ten,9,4,True,63690.5
2018,Southern Miss,Conference USA,6,5,False,25545.545454545456
2018,Louisiana Tech,Conference USA,8,5,True,28863.5
2018,Northern Arizona,Big Sky,4,6,False,17271.0
2018,Central Arkansas,Southland,6,5,False,18356.0
2018,Missouri S&T,Great Lakes,0,1,False,
2018,Florida A&M,MEAC,6,5,False,25767.0
2018,Iowa State,Big 12,8,5,True,56251.833333333336
2018,Miami (OH),Mid-American,6,6,False,18506.083333333332
2018,West Virginia Wesleyan,Mountain East,0,1,False,
2018,Yale,Ivy,5,5,False,
2018,McNeese,Southland,6,5,False,53223.0
2018,Lafayette,Patriot,3,8,False,31286.0
2018,Stanford,Pac-12,9,4,True,47667.583333333336
2018,St. Francis (PA),NEC,4,7,False,
2018,California,Pac-12,7,6,True,43248.25
2018,Northwestern,Big Ten,9,5,True,48068.307692307695
2018,Marshall,Conference USA,9,4,True,22308.833333333332
2018,Elon,CAA,6,5,False,31217.0
2018,Bucknell,Patriot,1,10,False,
2018,Oklahoma State,Big 12,7,6,True,51410.25
2018,Virginia,ACC,8,5,True,37946.5
2018,Indiana State,MVFC,7,4,False,44520.0
2018,Western Michigan,Mid-American,7,6,True,23749.75
2018,Auburn,SEC,8,5,True,81118.83333333333
2018,Stephen F. Austin,Southland,2,8,False,54289.0
2018,Louisville,ACC,2,10,False,49708.083333333336
2018,South Carolina State,MEAC,5,6,False,29264.5
2018,Wisconsin,Big Ten,8,5,True,76626.83333333333
2018,Shorter,Gulf South,0,2,False,
2018,Portland State,Big Sky,4,7,False,32367.5
2018,UT Martin,OVC,2,9,False,30123.0
2018,Illinois,Big Ten,4,8,False,42574.75
2018,Old Dominion,Conference USA,4,8,False,19252.5
2018,Eastern Washington,Big Sky,12,3,True,32952.0
2018,Tennessee Tech,OVC,1,10,False,15011.0
2018,Lehigh,Patriot,3,8,False,30011.0
2018,Sacred Heart,NEC,7,4,False,
2018,Furman,Southern,6,4,False,80048.0
2018,Memphis,American Athletic,8,6,True,30973.384615384617
2018,Mississippi State,SEC,8,5,True,64662.0
2018,Greeneville,South Atlantic,0,1,False,
2018,Duke,ACC,8,5,True,38188.333333333336
2018,Southern,SWAC,7,4,False,32572.5
2018,Cornell,Ivy,3,7,False,
2018,Azusa Pacific,Great Northwest,0,1,False,
2018,Army,FBS Independents,11,2,True,36000.333333333336
2018,App State,Sun Belt,11,2,True,26771.5
2018,South Dakota,MVFC,4,7,False,50063.0
2018,Maryland,Big Ten,5,7,False,48152.666666666664
2018,Mississippi College,Gulf South,0,1,False,
2018,Massachusetts,FBS Independents,4,8,False,21511.833333333332
2018,Texas,Big 12,10,4,True,76285.46153846153
2018,Northwestern State,Southland,5,6,False,95855.0
2018,Delaware,CAA,7,5,False,
2018,Middle Tennessee,Conference USA,8,6,True,25422.076923076922
2018,SE Louisiana,Southland,4,7,False,53510.0
2018,Robert Morris,NEC,2,9,False,
2018,Texas Southern,SWAC,1,9,False,22705.0
2018,Tulsa,American Athletic,3,9,False,30275.5
2018,West Virginia,Big 12,8,4,True,61927.0
2018,Samford,Southern,6,5,False,72239.0
2018,Nicholls,Southland,9,4,False,22698.5
2018,Oregon State,Pac-12,2,10,False,44543.333333333336
2018,North Alabama,FCS Independents,7,3,False,
2018,Kent State,Mid-American,2,10,False,24751.0
2018,Holy Cross,Patriot,5,6,False,40311.0
2018,Georgia Tech,ACC,7,6,True,48150.583333333336
2018,Central Michigan,Mid-American,1,11,False,21571.083333333332
2018,Southern Utah,Big Sky,1,10,False,38970.5
2018,Georgia State,Sun Belt,2,10,False,21810.416666666668
2018,Fordham,Patriot,2,9,False,9240.0
2018,Toledo,Mid-American,7,6,True,18627.0
2018,William & Mary,CAA,4,6,False,65632.0
2018,Washington,Pac-12,10,4,True,57614.692307692305
2018,Stetson,Pioneer,8,2,False,
2018,Southeast Missouri State,OVC,9,4,False,20184.0
2018,Guilford College,Old Dominion,0,1,False,
2018,Florida State,ACC,5,7,False,64081.666666666664
2018,Brown,Ivy,1,9,False,
2018,Montana State,Big Sky,8,5,False,
2018,Western Colorado,Rocky Mountain,0,1,False,
2018,North Texas,Conference USA,9,4,True,24613.083333333332
2018,San José State,Mountain West,1,11,False,20996.75
2018,Eastern Kentucky,OVC,7,4,False,20923.0
2018,Lock Haven University,Pennsylvania State Athletic,0,1,False,
2018,Hawai'i,Mountain West,8,6,True,28236.46153846154
2018,VMI,Southern,1,10,False,22127.0
2018,Louisiana College,American Southwest,0,1,False,
2018,Nevada,Mountain West,8,5,True,19400.833333333332
2018,Texas Tech,Big 12,5,7,False,50549.333333333336
2018,Mount St. Joseph,Heartland,0,1,False,
2018,Utah,Pac-12,9,5,True,40374.846153846156
2018,Hampton,FCS Independents,6,3,False,
2018,Arkansas State,Sun Belt,8,5,True,24124.083333333332
2018,Towson,CAA,7,5,False,23619.0
2018,Temple,American Athletic,8,5,True,29609.416666666668
2018,UTSA,Conference USA,3,9,False,27133.25
2018,Eastern Michigan,Mid-American,7,6,True,19750.333333333332
2018,Chowan,CIAA,0,2,False,
2018,Troy,Sun Belt,10,3,True,27684.0
2018,Harvard,Ivy,6,4,False,
2018,New Mexico State,FBS Independents,3,9,False,20346.5
2018,San Diego State,Mountain West,7,6,True,30248.083333333332
2018,Northern Iowa,MVFC,7,6,False,69250.0
2018,East Carolina,American Athletic,3,9,False,32576.0
2018,Cincinnati,American Athletic,11,2,True,30879.5
2018,Rice,Conference USA,2,11,False,26426.53846153846
2018,Bowling Green,Mid-American,3,9,False,20923.0
2018,TCU,Big 12,7,6,True,46760.25
2018,Prairie View A&M,SWAC,5,6,False,17418.0
2018,Idaho State,Big Sky,6,5,False,26803.0
2018,Kennesaw State,Big South,11,2,False,23088.0
2018,Southwest Baptist,Great Lakes,0,1,False,
2018,Central Washington,Great Northwest,0,1,False,
2018,Missouri,SEC,9,4,True,62651.583333333336
2018,Wagner,NEC,4,7,False,29395.0
2018,Northern Illinois,Mid-American,8,6,True,23316.76923076923
2018,Florida Atlantic,Conference USA,5,7,False,25908.916666666668
2018,Limestone,South Atlantic,0,1,False,
2018,Pittsburgh,ACC,7,7,True,46625.153846153844
2018,Jacksonville,Pioneer,2,8,False,
2018,Abilene Christian,Southland,6,5,False,45330.0
2018,North Dakota State,MVFC,15,0,True,
2018,Duquesne,NEC,9,4,False,17429.5
2018,LSU,SEC,10,3,True,93106.66666666667
2018,UNLV,Mountain West,4,8,False,22186.666666666668
2018,Central Connecticut,NEC,6,5,False,9801.0
2018,Rhode Island,CAA,6,5,False,20691.0
2018,Incarnate Word,Southland,6,5,False,18375.5
2018,Mary Hardin-Baylor,American Southwest,1,0,True,
2018,Notre Dame,FBS Independents,12,1,True,65111.416666666664
2018,The Citadel,Southern,5,6,False,101681.0
2018,Nebraska,Big Ten,4,8,False,85933.5
2018,Mercer,Southern,5,6,False,33697.0
2018,Jacksonville State,OVC,9,4,False,
2018,Murray State,OVC,5,6,False,48217.0
2018,Bethune-Cookman,MEAC,7,5,False,53876.0
2018,South Florida,American Athletic,7,6,True,29910.583333333332
2018,UTEP,Conference USA,1,11,False,20826.333333333332
2018,Stony Brook,CAA,7,5,False,33415.0
2018,Bowie State,CIAA,0,1,False,
2018,West Florida,Gulf South,1,0,False,
2018,North Carolina,ACC,2,9,False,43113.72727272727
2018,New Hampshire,CAA,4,7,False,42360.0
2018,Minnesota,Big Ten,7,6,True,50062.0
2018,Edward Waters,SIAC,0,1,False,
2018,Lane College,SIAC,0,1,False,
2018,Kansas State,Big 12,5,7,False,52121.666666666664
2018,Illinois State,MVFC,6,5,False,26259.0
2018,Alabama,SEC,14,1,True,90204.07692307692
2018,UC Davis,Big Sky,10,3,False,22223.5
2018,Virginia St,CIAA,0,2,False,
2018,SMU,American Athletic,5,7,False,28955.416666666668
2018,Liberty,FBS Independents,6,6,False,23576.583333333332
2018,San Diego,Pioneer,9,3,False,
2018,Northern Colorado,Big Sky,2,9,False,
2018,UL Monroe,Sun Belt,6,6,False,25017.583333333332
2018,Dayton,Pioneer,6,5,False,
2018,Central State (OH),SIAC,0,1,False,
2018,Villanova,CAA,5,6,False,32357.0
2018,Quincy,Great Lakes,0,1,False,
2018,Boston College,ACC,7,5,False,43213.333333333336
2018,Kentucky,SEC,9,4,True,63745.25
2018,Morgan State,MEAC,4,7,False,18413.0
2018,Newberry,South Atlantic,0,1,False,
2018,Utah State,Mountain West,11,2,True,28211.916666666668
2018,Tulane,American Athletic,7,6,True,28112.25
2018,Navy,American Athletic,3,10,False,36629.307692307695
2018,Lincoln (MO),Great Lakes,0,1,False,
2018,North Carolina Central,MEAC,5,6,False,25132.0
2018,Youngstown State,MVFC,4,7,False,58446.0
2018,East Tennessee State,Southern,8,4,False,96464.0
2018,James Madison,CAA,9,4,False,56073.0
2018,Ole Miss,SEC,5,7,False,59106.083333333336
2018,Buffalo,Mid-American,10,4,True,18241.153846153848
2018,SUNY Maritime,ECFC,0,1,False,
2018,Ohio,Mid-American,9,4,True,16511.833333333332
2018,Arizona,Pac-12,5,7,False,42212.916666666664
2018,New Haven,Northeast 10,0,1,False,
2018,Western New Mexico,Lone Star,0,2,False,
2018,Fresno State,Mountain West,12,2,True,30176.46153846154
2018,Lincoln (PA),CIAA,0,1,False,
2018,Clemson,ACC,15,0,True,71575.61538461539
2018,UAB,Conference USA,11,3,True,25539.23076923077
2018,North Dakota,FCS Independents,6,5,False,68093.0
2018,Syracuse,ACC,10,3,True,39109.083333333336
2018,Houston Christian,Southland,1,10,False,18983.0
2018,Southern Illinois,MVFC,2,9,False,53339.0
2018,Florida International,Conference USA,9,4,True,19519.75
2018,Wyoming,Mountain West,6,6,False,23601.75
2018,UConn,American Athletic,1,11,False,25923.583333333332
2018,Texas A&M,SEC,9,4,True,89667.75
2018,Dartmouth,Ivy,9,1,False,
2018,Sacramento State,Big Sky,2,8,False,45755.0
2018,Montana,Big Sky,6,5,False,
2018,Butler,Pioneer,4,7,False,
2018,Louisiana,Sun Belt,7,7,True,28552.615384615383
2018,Akron,Mid-American,4,8,False,25304.833333333332
2018,Coastal Carolina,Sun Belt,5,7,False,17322.75
2018,Grambling,SWAC,6,5,False,28866.0
2018,New Mexico,Mountain West,3,9,False,24375.333333333332
2018,Cal Poly,Big Sky,5,6,False,
2018,South Carolina,SEC,7,6,True,68790.41666666667
2018,NC State,ACC,9,4,True,53514.166666666664
2018,Alabama State,SWAC,3,7,False,50518.5
2018,Alcorn State,SWAC,9,4,True,25808.0
2018,Richmond,CAA,4,7,False,40524.0
2018,Washington State,Pac-12,11,2,True,33900.083333333336
2018,Gardner-Webb,Big South,3,8,False,21084.0
2018,Delaware State,MEAC,3,8,False,20601.5
2018,Colgate,Patriot,10,2,False,26086.0
2018,Shaw,CIAA,0,2,False,
2018,Florida,SEC,10,3,True,77105.5
2018,Oklahoma,Big 12,12,2,True,77475.38461538461
2018,Valparaiso,Pioneer,2,9,False,
2018,Savannah St,MEAC,2,8,False,43715.5
2018,Norfolk State,MEAC,4,7,False,13243.0
2018,Clark Atlanta,SIAC,0,1,False,
2018,Fort Valley State,SIAC,0,1,False,
2018,Michigan,Big Ten,10,3,True,93884.41666666667
2018,Colorado State,Mountain West,3,9,False,33707.666666666664
2018,Morehead State,Pioneer,3,8,False,
2018,Arkansas,SEC,2,10,False,58408.75
2018,Monmouth,Big South,8,3,False,14357.0
2018,Texas State,Sun Belt,3,9,False,17421.083333333332
2018,Missouri State,MVFC,4,7,False,50103.0
2018,Air Force,Mountain West,5,7,False,25808.416666666668
2018,Drake,Pioneer,7,4,False,56738.0
2018,Georgetown,Patriot,5,6,False,
2018,Valdosta State,Gulf South,1,0,True,
2018,Idaho,Big Sky,4,7,False,56318.5
2018,Arkansas-Pine Bluff,SWAC,2,8,False,14937.0
2018,Oklahoma Panhandle St,Independent DII,0,1,False,
2018,Colorado,Pac-12,5,7,False,53234.416666666664
2018,Mars Hill,South Atlantic,0,1,False,
2018,Columbia,Ivy,6,4,False,
2018,Bryant,NEC,6,5,False,
2018,Western Illinois,MVFC,5,6,False,39252.0
2018,Weber State,Big Sky,10,3,False,45988.0
2018,North Greenville,Gulf South,0,1,False,
2018,Brevard College,USA South,0,1,False,
2018,Eastern Illinois,OVC,3,8,False,63342.0
2018,North Carolina A&T,MEAC,10,2,True,38640.0
2018,Western Carolina,Southern,3,8,False,41151.0
2018,Tennessee,SEC,5,7,False,84293.0
2018,Ohio State,Big Ten,13,1,True,86829.38461538461
2018,Charlotte,Conference USA,5,7,False,19721.25
